kod,vyucujici,role,datum,rocnik,program,text
NOPT046,,cvičení,13.07.2025,3. ročník,Informatika,"Ocenil bych, kdyby zadání příkladů na cvičení byly buď předem vytištěné nebo alespoň dostupné na internetu, abych si ho nemusel ručně přepisovat do elektronických poznámek. Příklady však byly hezké a obohacující."
NOPT046,,přednáška,03.09.2025,3. Ročník,Informatika,"this course was one big insane pull-up and it survived numerous comebacks that nobody is aware of. I haven't had analysis2 and passed analysis1 with klazar... Additionally I haven't had LP exam before this one => making continuous part feeling like I neglected a year at uni, well that probably even happened as I have done this in the sophomore - many people I met were already finishing bc thesis and claiming this was not really a breeze. Continuous part was, let's say educative. Luckily we didn't prove fundamentals as intersection of 2faces is still a face. Jensens inequality was my favorite and KKT beyond possibility of comprehension but I enjoyed all of that. Many people pay money to have the ability to understand some complex system and oftentimes searching on steam + paying in hundreds, whereas NOPT046 provides just as good and isn't useless (utility should serve as motivation, in my case it serves as necessary condition). I managed to get by this with hand of god, but the discrete part was kind of a deal. The exam was kind of frustrating and I had to use my 3rd shot during the summer, had to take some days off from work and cancel some appointments. Not as educative as kombagra2 since it was only a half semester but the learning curve definitely was steep. Learning about matroids was time well spent. I figured not so many people have heard of them despite its usage and great appliance. I even made a lecture about matroids at math camp for highschoolers, only 2/30 came but they really liked it so idk what to conclude. Don't get fooled by the sis statistics. It really is harder than it seems. Appliance in real life is definitely in trading, quantitative analysis and in it's code implementation. It is optimization hence in any greater linear programs that are suffering from being np can be greatly supported. One big problem this course had (in regards to discrete part) was that even if one had notes from 4different people and profesor himself, each and everyone one had different depth of knowledge in various topics, making it not 6 lectures but 8easily. the whole course seems as if it doesn't makes any sense and the topics are unrelated but once certain dots are connected learning becomes some sort of drug."
NOPT046,,přednáška,13.07.2025,3. ročník,Informatika,"Téma diskrétní části bylo zajímavé. Nesednul mi však způsob, kterým byla přednáška vedena. Chyběla přehledná skripta."
NOPT046,,přednáška,07.06.2023,3. Ročník,Informatika,"Pěkný průřez optimalizací. Myslím, že je dobré si předmět zapsat jen pokud vás optimalizace opravdu zajímá. Spousty zajímavých témat se látka jen dotkne a pokud si člověk nestuduje bokem, může mít na konci pocit, že to nebylo příliš ucelené."
NAIL021,"prof. RNDr. Ondřej Čepek, Ph.D.",přednáška,06.01.2026,1. Ročník,Informatika - Teoretická informatika,"Výborně vyučoval celý předmět, není co vytknout, zkouška férová, všechny otázky během semestru byli zodpovězeny a jako bonus byl přednes velmi poutavý i když tomu čas přednášky nepomáhal."
NAIL021,,přednáška,06.01.2026,1. Ročník,Informatika - Teoretická informatika,"Přehledový předmět, dobře zvolená posloupnost témat, není na co si stěžovat"
NOPT021,Mgr. Radovan Haluška,cvičení,12.02.2026,2. ročník,Informatika - Umělá inteligence,Approachable and flexible when it comes to scheduling exam dates.
NOPT021,,přednáška,12.02.2026,2. ročník,Informatika - Umělá inteligence,"Great hands-on subject. I really liked that we had to implement most of the algorithms. Previously, I took another game theory class, but I don't remember much from it probably because we weren’t asked to implement anything and it was more theoretical. That’s why I enjoyed this course quite a bit. The second part of the homework assignments is bit more demanding, but I think it’s appropriate, given that the exam mostly involves explaining your homework solutions to one of the teachers."
NOPT021,,přednáška,16.02.2025,2. ročník,Informatika - Umělá inteligence,"Předmět je ještě hodně mladý a bylo to znát třeba na chybách v prezentaci, nicméně i tak byl super. Věřím, že to se za pár let vychytá. Zamyslel bych se trochu nad systémem domácích úkolů. Myslím si, že největší překážkou bylo to, že jsem se s tak otevřeným přístupem ještě nesetkal. Komunikace i pomoc byla ale parádní. Možná by stálo za zvážení dát jako alternativu ke splnění předmětu zkoušku."
NDBI021,"doc. Mgr. Ladislav Peška, Ph.D.",přednáška,11.02.2026,3. ročník,Informatika - Softwarové a datové inženýrství,"Vyučující je velmi vstřícný a sympatický, všechno umí dobře vysvětlit. Byly to moje nejoblíbenější hodiny."
NDBI021,"doc. Mgr. Ladislav Peška, Ph.D.",seminář,06.02.2026,4. ročník,Informatika,"Pán Peška má veľmi priateľský prístup. Prednášky aj cvičenia sú vedené príjemným, a zároveň náučným spôsobom."
NDBI021,,přednáška,11.02.2026,3. ročník,Informatika - Softwarové a datové inženýrství,"Výborný a zajímavý předmět, který učí nejnovější poznatky v oboru a podporuje diskusi."
NDBI021,,přednáška,16.02.2025,3. ročník,Informatika,Super zajímavý předmět:)
NDBI021,,seminář,06.02.2026,4. ročník,Informatika,Predmet je veľmi zaujímavý a pekne nadväzuje na nswi166.
NSWI166,"doc. Mgr. Ladislav Peška, Ph.D.",cvičení,29.06.2024,1. ročník,Informatika - Softwarové a datové inženýrství,"Stejně jako u přednášky, vše v pořádku a neměl jsem jediný problém."
NSWI166,"doc. Mgr. Ladislav Peška, Ph.D.",přednáška,07.09.2025,2. ročník,Informatika - Softwarové a datové inženýrství,"Vyučujícího předmět opravdu zajímá a baví, což se na výuce pozná. Je lidsky příjemný a vždy pomůže nebo vysvětlí. Buďte připraveni na interakci, ale mně aktivizace a opakování pomáhaly držet krok s výkladem. Férová zkouška."
NSWI166,"doc. Mgr. Ladislav Peška, Ph.D.",přednáška,23.06.2025,1. ročník,Informatika - Softwarové a datové inženýrství,Skvělý přednášející.
NSWI166,"doc. Mgr. Ladislav Peška, Ph.D.",přednáška,31.07.2024,1. ročník,Computer Science - Theoretical Computer Science,The requirements for the final exam and the organization behind the exam itself were not clear at all.
NSWI166,"doc. Mgr. Ladislav Peška, Ph.D.",přednáška,29.06.2024,1. ročník,Informatika - Softwarové a datové inženýrství,"Fajn vyučující, vždy ochotný, se zájmem o předmět i tematiku obecně."
NSWI166,,cvičení,29.06.2024,1. ročník,Informatika - Softwarové a datové inženýrství,"Cvičení se mi velmi líbila v tom, že jsme celých 90 minut opravdu něco dělali a neseděli jen na místě - často jsem úkoly stíhal dodělat na místě s minutovou rezervou a opravdu jsem se nenudil :) Vytýkám jedinou věc, a to je poměr kredity/práce. Studenti musí chodit na cvičení, dále z nich odevzdávat práci; je nutno přečíst pár článků a nakonec zvolit si téma semestrálního projektu a tento projekt o celkových třech částech úspěšně implementovat a odprezentovat. Ne, že by se jednalo o enormní práci a je možné to zvládnout v rozumném čase, ovšem v porovnáním s některými jinými kurzy je to o trochu náročnější čtyřkreditový předmět, s čímž je dobré počítat předem. Navíc musím říct, že ne vždy jsem z přednášky hned pochopil, o čem jsme se tam bavili (možná to je i tím, že byla v angličtině), ovšem na cvičení se to vyjasnilo."
NSWI166,,přednáška,07.09.2025,2. ročník,Informatika - Softwarové a datové inženýrství,"Předmět skvělý pro lidi, které téma zajímá. Nejsou to kredity zadarmo (práce v průběhu semestru, závěrečný projekt o několika částech), ale když to člověka baví, tak se toho v předmětu naučí opravdu hodně. Jeden z mála předmětů, kde jsem měla opravdu ""vysokoškolský"" pocit díky zapojení paperů (do výuky a active reading)."
NSWI166,,přednáška,23.06.2025,1. ročník,Informatika - Softwarové a datové inženýrství,Super předmět.
NSWI166,,přednáška,31.07.2024,1. ročník,Computer Science - Theoretical Computer Science,Overall the topics were interesting and the teacher was quite organized during the lectures.
NSWI166,,přednáška,29.06.2024,1. ročník,Informatika - Softwarové a datové inženýrství,"Předmět mě zaujal tím, že probíraná tematika je velmi aktuální a jde o zajímavé problémy, kterým čelí mnoho větších i menších firem na trhu. Kromě klasického výkladu jsme měli za úkol přečíst i několik článků, což bylo také trochu neobvyklé, ale zajímavé. Obecně se mi to tedy velmi líbilo. Co by šlo zlepšit jsou možná slides k předmětu - je jich mnoho a přitom některé jsou až moc detailní a vlastně zbytečně složité, na druhou stranu některá témata ve slidech tolik rozepsaná nejsou a přitom u zkoušky jsou potřeba. Zkouška byla v každém případě férová a nemůžu si stěžovat. Líbila se mi i guest lecture. Ještě přidám dodatek k lineárnímu modelu - přednášky mi k tomuto tématu přišly zajímavé, ale možná by se hodilo ukázat nějaké větší propojení i s praxí (resp. kódem) a přestože chápu, že šlo o ukázání doporučovacího systému na papíře, tak mi to až tak podstatné nepřijde a do zkoušky poměrně zbytečné."
NSWI035,"Mgr. Tomáš Faltín, Ph.D.",přednáška,12.02.2026,1. Ročník,Computer Science,"Thomas was really nice to talk to and I believe he tried his best with the materials he had. However, the lectures felt really unprepared and with no clear structure."
NSWI035,"Mgr. Tomáš Faltín, Ph.D.",přednáška,06.01.2026,1. Ročník,Computer Science - Artificial Intelligence,"Energetic, gives us nice life examples to help us understand hard materials. Approachable."
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,14.02.2026,1. ročník,Informatika - Softwarové systémy,"Distribuované systémy se mi líbily a pan doktor Zavoral je srozumitelně přednáší (a občas to proloží nějakým vtipem). Na otázky studentům vždy zodpovídal rád a bez problémů. Zkouška mi přišla férová. Slyšel jsem, že se ostatní studenty snaží nevést na správnou cestu a nechává je si věci případně rozmyslet. Osobně jsem ale s panem doktorem interagoval jen zhruba 20 sekund, kdy mi řekl, že si mou přípravu přečetl, mám to hezké a jen se doptal na jeden detail. Už to tu bylo psáno mnohokrát, ale tento předmět by si opravdu zasloužil cvičení, jelikož přednáška je čistě teoretická a podívat se i na praktickou stránku věci by bylo krásné. Myslím, že to je ale z části pokryto jinými předměty, jako např. Middleware a trochu i pokročilé para. Také by mi vůbec nevadilo, kdyby se zredukoval počet algoritmů, které se probírají a ty zbylé se probraly více do hloubky. Například si ukázali pseudokód, nějaký důkaz správnosti a časové složitosti a dokázali si nějaká pozorování o algoritmu. Třeba při vyloučení procesů se probírají asi tři různé token-based algoritmy, kde každý je popsán jen zhruba třemi odrážkami. Největším nedostatkem předmětu jsou materiály. Slajdy sice obsahují všechnu probranou látku, ale někdy je to jen heslovitě nebo schématicky. Značení není jednoznačné, někdy se vektor indexuje spodním indexem, někdy je to ""argument funkce"" v závorkách. Takových nedostatků a ""abuse of notation"" je ve slajdech více. Nejvíce mi při učení pomohly zápisky nějakého studenta z roku 21/22, které jsem našel na matfyz fóru, jelikož to byly víceméně přepisy videozáznamů přednášky. Tyto videozáznamy jsem bohužel nikde nenašel a myslím, že aspoň jejich zveřejnění a nebo vytvoření nových by s tímto problémem pomohlo."
NSWI035,"RNDr. Filip Zavoral, Ph.D.",přednáška,29.01.2026,1. ročník,Informatika - Softwarové systémy,"Výborný přednes, dokáže vysvětlit problematiku a zdůraznit nejdůležitější myšlenky. Poslední přednášku měl doktorand a ten byl příliš rychlý, hodně skákal aniž by uvedl do kontextu. Ale pro něj určitě dobrá zkušenost."
